RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,1,Dustin Johnson,77,2.372,147.040,123.179,23.861,62
2,2,Justin Rose,70,1.952,103.435,80.953,22.479,53
3,3,Justin Thomas,91,1.835,124.788,106.261,18.528,68
4,4,Tommy Fleetwood,73,1.606,86.720,69.210,17.510,54
5,6,Tiger Woods,68,1.596,94.154,78.448,15.703,59
6,5,Bryson DeChambeau,93,1.558,121.526,94.543,26.983,78
7,7,Tony Finau,105,1.435,116.248,97.473,18.774,81
8,9,Webb Simpson,95,1.432,116.022,60.005,56.018,81
9,8,Rory McIlroy,64,1.412,71.989,68.917,3.073,51
10,11,Jason Day,75,1.285,62.966,25.245,37.721,49
11,12,Rickie Fowler,74,1.275,77.798,59.767,18.029,61
12,10,Brooks Koepka,64,1.220,65.874,56.815,9.058,54
13,16,Hideki Matsuyama,75,1.196,68.157,60.649,7.507,57
14,18,Henrik Stenson,60,1.153,50.738,59.828,-9.092,44
15,19,Emiliano Grillo,94,1.133,82.692,42.850,39.841,73
16,13,Francesco Molinari,73,1.123,64.014,91.756,-27.741,57
T17,20,Rafa Cabrera Bello,75,1.112,53.370,40.270,13.101,48
T17,22,Billy Horschel,86,1.112,85.643,55.474,30.165,77
19,15,Patrick Cantlay,87,1.096,73.418,85.596,-12.177,67
20,21,Gary Woodland,96,1.066,74.632,74.147,.483,70
21,23,Alex Noren,67,1.044,51.168,14.013,37.154,49
22,24,Zach Johnson,94,1.035,74.544,59.710,14.836,72
23,25,Paul Casey,74,.966,47.336,40.801,6.537,49
24,17,Patrick Reed,94,.947,59.645,49.325,10.317,63
25,26,Ryan Moore,78,.941,62.090,79.953,-17.864,66
26,27,Tyrrell Hatton,58,.938,39.390,25.315,14.077,42
27,14,Phil Mickelson,90,.931,65.141,29.429,35.711,70
28,29,Jon Rahm,71,.889,45.323,53.008,-7.685,51
29,31,Luke List,98,.870,67.879,104.322,-36.446,78
30,32,Chesson Hadley,103,.859,76.441,57.882,18.555,89
31,33,Ian Poulter,73,.850,42.507,31.362,11.143,50
32,34,Jordan Spieth,81,.830,54.751,56.977,-2.224,66
33,35,Daniel Berger,81,.816,50.605,30.826,19.780,62
34,36,Branden Grace,67,.812,35.747,20.359,15.390,44
35,37,Byeong Hun An,86,.805,58.790,79.607,-20.820,73
T36,38,Charles Howell III,104,.801,62.475,45.384,17.092,78
T36,28,Kevin Na,91,.801,56.037,18.733,37.304,70
38,30,Keegan Bradley,98,.793,63.411,92.047,-28.640,80
39,39,Adam Scott,78,.779,46.738,63.829,-17.092,60
40,41,Chris Kirk,108,.732,70.287,63.288,6.996,96
41,43,Johnson Wagner,75,.715,39.339,5.049,34.292,55
42,42,Aaron Wise,90,.703,56.223,37.152,19.071,80
43,T45,Graeme McDowell,67,.697,32.061,10.093,21.967,46
44,44,Kyle Stanley,93,.686,45.987,43.483,2.505,67
45,47,Chez Reavie,93,.674,40.453,28.956,11.495,60
46,48,Xander Schauffele,96,.644,46.352,32.276,14.079,72
47,49,Brandt Snedeker,84,.625,46.285,10.905,35.378,74
48,T45,Marc Leishman,93,.624,45.569,36.334,9.234,73
49,50,Kevin Streelman,94,.619,50.729,71.201,-20.473,82
50,51,Adam Hadwin,92,.596,39.353,32.337,7.013,66
51,52,Beau Hossler,104,.584,52.529,-9.092,61.617,90
52,53,Matt Kuchar,88,.576,37.442,14.848,22.592,65
53,54,Austin Cook,107,.569,52.338,23.377,28.963,92
54,55,Brian Gay,103,.565,52.021,11.355,40.668,92
55,40,Bubba Watson,90,.555,37.729,37.666,.063,68
56,56,J.B. Holmes,77,.549,37.302,51.408,-14.110,68
57,57,Russell Henley,77,.541,31.381,21.679,9.704,58
58,58,Jason Kokrak,99,.539,47.388,45.455,1.931,88
59,59,Louis Oosthuizen,62,.521,23.973,25.186,-1.214,46
60,60,Kiradech Aphibarnrat,51,.511,17.365,12.665,4.700,34
61,61,Bronson Burgoon,69,.481,27.400,21.278,6.124,57
62,62,C.T. Pan,104,.478,39.162,44.628,-5.470,82
63,63,Andrew Putnam,97,.472,36.369,32.359,4.008,77
64,64,Martin Laird,73,.470,28.680,11.499,17.178,61
65,65,Stewart Cink,87,.465,31.177,54.292,-23.115,67
66,66,Bud Cauley,55,.461,18.901,3.845,15.055,41
67,67,Charley Hoffman,87,.425,28.870,27.080,1.789,68
68,68,Jim Furyk,50,.412,18.946,1.042,17.903,46
69,69,Joel Dahmen,93,.400,28.422,48.093,-19.670,71
70,70,Jamie Lovemark,92,.388,30.261,29.446,.810,78
71,71,Russell Knox,94,.383,28.318,34.857,-6.538,74
72,72,Rory Sabbatini,91,.358,26.877,22.425,4.449,75
73,73,Jimmy Walker,81,.357,23.548,2.175,21.369,66
74,74,Nick Watney,94,.343,27.477,11.474,15.999,80
75,75,Ryan Armour,109,.337,32.370,37.915,-5.545,96
76,76,Kevin Tway,110,.329,29.634,24.908,4.722,90
T77,T77,Kevin Chappell,77,.323,20.042,41.395,-21.350,62
T77,T77,Zac Blair,64,.323,14.862,5.517,9.346,46
79,79,Abraham Ancer,98,.320,26.573,31.219,-4.648,83
80,80,Alex Cejka,77,.312,18.703,18.143,.557,60
81,81,Nate Lashley,51,.310,10.836,7.982,2.854,35
82,82,Aaron Baddeley,84,.309,21.661,25.633,-3.973,70
83,83,J.J. Spaun,85,.292,20.762,31.344,-10.580,71
T84,T84,Scott Piercy,84,.290,19.719,58.406,-38.686,68
T84,T84,Brian Harman,94,.290,20.894,1.214,19.683,72
86,86,Cameron Percy,56,.285,11.703,20.092,-8.387,41
87,87,James Hahn,85,.279,19.221,29.737,-10.517,69
88,88,Lucas Glover,65,.276,12.697,21.266,-8.573,46
89,89,Brandon Harkins,101,.275,23.400,4.254,19.146,85
90,90,Scott Stallings,96,.270,21.629,27.246,-5.618,80
91,91,Peter Uihlein,83,.268,17.434,16.080,1.352,65
92,93,Ollie Schniederjans,91,.254,19.567,-5.478,25.042,77
93,94,John Huh,94,.251,20.556,6.825,13.730,82
94,95,Peter Malnati,87,.244,18.337,-28.073,46.410,75
95,96,Shane Lowry,64,.238,12.126,26.705,-14.582,51
96,97,Patrick Rodgers,97,.232,16.969,-23.964,40.932,73
97,98,Sam Saunders,80,.226,15.123,8.820,6.304,67
T98,92,Cameron Smith,85,.219,13.353,6.363,6.990,61
T98,99,Vaughn Taylor,83,.219,15.344,20.928,-5.580,70
T100,T100,Hunter Mahan,67,.209,10.648,-6.992,17.640,51
T100,T100,Troy Merritt,89,.209,15.233,9.638,5.594,73
102,102,Corey Conners,97,.193,15.285,45.712,-30.426,79
T103,T103,Seamus Power,86,.178,11.778,-21.073,32.851,66
T103,T103,William McGirt,84,.178,13.365,-1.606,14.970,75
105,105,Ben Crane,65,.176,8.088,-7.199,15.286,46
106,106,Sam Ryder,82,.154,10.793,35.231,-24.436,70
107,107,J.T. Poston,73,.138,7.888,.176,7.712,57
108,108,Harold Varner III,91,.125,9.273,11.039,-1.770,74
109,109,Shawn Stefani,76,.107,6.420,8.464,-2.045,60
T110,T110,Matt Jones,70,.104,4.910,6.527,-1.616,47
T110,T110,Anirban Lahiri,82,.104,6.977,-6.347,13.322,67
112,112,Denny McCarthy,71,.094,4.625,-17.392,22.018,49
113,113,Bill Haas,76,.079,5.225,9.145,-3.923,66
114,114,Tom Hoge,101,.074,6.112,19.540,-13.429,83
115,115,Brian Stuard,103,.062,5.481,-8.920,14.398,88
116,116,Danny Lee,88,.058,4.032,-6.898,10.927,70
117,117,Michael Thompson,62,.052,2.913,-24.976,27.889,56
118,118,Brett Stegmaier,67,.048,2.254,-16.580,18.836,47
119,119,Kevin Kisner,89,.037,2.409,-30.953,33.365,65
120,120,Jhonattan Vegas,92,.030,1.945,5.723,-3.779,64
121,121,Brendan Steele,74,.029,1.541,32.638,-31.096,54
122,122,Tyler Duncan,97,.017,1.339,47.204,-45.865,81
123,123,Jason Dufner,71,.011,.551,3.554,-3.003,52
124,T124,Ben Martin,64,-.001,-.064,-6.786,6.722,57
125,126,David Lingmerth,82,-.007,-.453,-16.227,15.774,69
126,127,Mackenzie Hughes,80,-.014,-.959,11.052,-12.011,68
127,128,Keith Mitchell,99,-.018,-1.471,40.372,-41.841,83
128,129,David Hearn,66,-.031,-1.565,4.765,-6.329,50
T129,130,Ryan Blaum,81,-.033,-2.362,-4.152,1.790,72
T129,T124,Patton Kizzire,92,-.033,-2.605,-4.925,2.321,78
131,131,Andrew Landry,82,-.039,-2.853,-2.102,-.752,73
132,132,Blayne Barber,69,-.041,-2.456,-1.129,-1.324,60
133,133,Pat Perez,82,-.048,-2.456,-8.327,5.873,51
134,134,Dominic Bozzelli,65,-.055,-3.330,-22.129,18.800,61
135,135,Trey Mullinax,75,-.072,-4.231,-8.472,4.243,59
136,136,Stephan Jaeger,81,-.090,-5.689,3.401,-9.090,63
137,137,Si Woo Kim,108,-.092,-7.170,5.967,-13.138,78
138,138,"Ted Potter, Jr.",87,-.094,-7.272,-13.009,5.736,77
139,139,Fabián Gómez,88,-.106,-7.516,-7.578,.062,71
140,140,Richy Werenski,98,-.124,-9.145,-1.058,-8.087,74
141,141,Adam Schenk,86,-.150,-9.916,-18.481,8.564,66
142,142,Talor Gooch,78,-.163,-10.131,-12.033,1.903,62
143,143,Harris English,84,-.184,-12.521,-27.587,15.063,68
144,144,Tom Lovelady,87,-.190,-13.077,-9.667,-3.410,69
145,145,J.J. Henry,81,-.193,-12.144,23.717,-35.860,63
146,146,Charl Schwartzel,65,-.195,-8.208,-11.587,3.381,42
147,147,Ben Silverman,90,-.206,-15.636,-33.723,18.085,76
148,148,Robert Garrigus,80,-.213,-14.489,24.181,-38.672,68
149,149,Ryan Palmer,69,-.231,-13.834,17.828,-31.665,60
150,150,Sean O'Hair,67,-.233,-13.300,-1.499,-11.802,57
151,151,Nick Taylor,94,-.235,-17.377,5.693,-23.072,74
152,152,Jonathan Byrd,70,-.266,-12.774,-7.686,-5.087,48
153,153,Lanto Griffin,80,-.268,-16.088,-10.354,-5.733,60
154,154,Brice Garnett,99,-.310,-25.098,-18.930,-6.170,81
155,155,Conrad Shindler,60,-.313,-13.775,-6.448,-7.325,44
156,156,Kelly Kraft,94,-.320,-23.703,-29.239,5.535,74
T157,T157,Nicholas Lindheim,77,-.323,-19.055,-39.984,20.930,59
T157,T157,Tyrone Van Aswegen,101,-.323,-26.813,-25.992,-.821,83
159,159,Grayson Murray,72,-.336,-19.836,.834,-20.673,59
160,160,Chris Stroud,81,-.338,-19.608,-22.706,3.098,58
161,161,Steve Wheatcroft,60,-.339,-15.603,-9.713,-5.887,46
162,162,Ricky Barnes,65,-.365,-16.438,-31.639,15.201,45
163,163,Whee Kim,93,-.437,-31.865,-63.050,31.181,73
164,164,Wesley Bryan,69,-.454,-23.160,-41.512,18.354,51
165,165,Chad Campbell,87,-.484,-32.399,-1.959,-30.441,67
166,166,Hudson Swafford,73,-.492,-25.596,-12.060,-13.534,52
167,167,Retief Goosen,60,-.497,-19.867,-3.409,-16.460,40
168,168,Rob Oppenheim,74,-.542,-29.255,-31.667,2.413,54
169,169,Jonas Blixt,67,-.547,-26.236,-37.960,11.722,48
170,170,Martin Flores,92,-.567,-40.854,-20.035,-20.822,72
171,171,Robert Streb,78,-.581,-34.850,-30.021,-4.830,60
172,172,Scott Brown,102,-.661,-53.530,-57.498,3.967,81
173,173,Billy Hurley III,70,-.702,-40.024,-41.442,1.419,57
174,174,Xinjun Zhang,81,-.734,-41.811,-16.926,-24.885,57
175,175,Derek Fathauer,84,-.807,-54.869,-79.540,24.669,68
176,176,Ethan Tracy,72,-.813,-43.876,-42.473,-1.403,54
177,177,Cody Gribble,71,-.819,-44.251,-55.090,10.839,54
178,178,Roberto Díaz,72,-.833,-46.666,-56.076,9.410,56
179,179,Jonathan Randolph,71,-.877,-52.610,-59.521,6.913,60
180,180,Michael Kim,74,-1.003,-54.166,-68.173,14.005,54
181,181,Cameron Tringale,67,-1.019,-51.965,-46.678,-5.287,51
182,182,Sung Kang,89,-1.041,-69.757,-54.034,-15.725,67
183,183,Rod Pampling,62,-1.094,-49.235,-30.273,-18.964,45
184,184,Martin Piller,79,-1.127,-75.535,-83.478,7.943,67
185,185,Matt Atkins,56,-1.129,-45.173,-37.264,-7.907,40
186,186,Matt Every,79,-1.139,-69.470,-47.268,-22.202,61
187,187,Zecheng Dou,53,-1.198,-43.122,-19.112,-24.010,36
188,188,Kyle Thompson,50,-1.262,-45.441,-18.421,-27.018,36
189,189,Greg Chalmers,56,-1.266,-51.892,-84.279,32.388,41
190,190,D.A. Points,63,-1.449,-69.535,-74.810,5.274,48
191,191,Satoshi Kodaira,51,-1.832,-73.271,-47.474,-25.795,40
192,192,Andrew Yun,51,-1.936,-65.811,-45.425,-20.385,34
193,193,Daniel Summerhays,51,-2.105,-79.974,-107.938,27.966,38
